author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone
Vitamin realty,real_estate_agent,https://sochi.cian.ru/sale/flat/299934866/,Новая Москва,sale,flat,19,19,1,24.0,8300000.0,Хостинский,,9,,Кислород ЖК,2023,-1.0,-1,-1.0,Без отделки,19 м²,3 м²,79885946383.0
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/304313645/,Новая Москва,sale,flat,1,5,1,40.9,9100000.0,Пушкинский, Кокколевская,14к2,Купчино,Образцовый квартал 9,2022,-1.0,-1,-1.0,-1,"26,9 м²","11,4 м²",79812324626.0
Экран,developer,https://www.cian.ru/sale/flat/288206732/,Новая Москва,sale,flat,6,7,4,168.82,675280000.0,Замоскворечье,,к3,Третьяковская,Русские Сезоны ЖК,2025,-1.0,-1,-1.0,Черновая,-1,"8,5 м²",74951378513.0
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/307509475/,Новая Москва,sale,flat,2,33,3,65.8,29000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,-1,-1.0,-1,-1.0,-1,50 м²,"10,8 м²",79653792954.0
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/309056610/,Новая Москва,sale,flat,6,17,3,79.0,29000000.0,Черемушки,Новочеремушкинская ,57,Новые Черёмушки,,2002,-1.0,-1,-1.0,-1,53 м²,"12,6 м²",79153383587.0
СК10,developer,https://rostov.cian.ru/sale/flat/271623910/,Новая Москва,sale,flat,3,9,4,128.1,29140000.0,Ленинский,Пушкинская ,97,,Пушкин,2023,-1.0,-1,-1.0,Без отделки,-1,"13,3 м²",78632251200.0
Kingsman Elite Estate,real_estate_agent,https://saratov.cian.ru/sale/flat/303708193/,Новая Москва,sale,flat,17,19,4,172.0,22500000.0,Октябрьский, Имени Н.Г. Чернышевского,137А,,,2017,-1.0,-1,-1.0,-1,120 м²,40 м²,79878010367.0
Vitamin realty,real_estate_agent,https://sochi.cian.ru/sale/flat/308070989/,Новая Москва,sale,flat,5,6,1,47.0,29000000.0,Красная Поляна пгт, Турчинского,10.0,,Зимняя сказка,2017,-1.0,-1,-1.0,-1,-1,10 м²,79883357892.0
ID 112159434,homeowner,https://tver.cian.ru/sale/flat/307424656/,Новая Москва,sale,flat,2,5,1,33.0,600000.0,,,,,,1987,-1.0,-1,-1.0,-1,18 м²,5 м²,79108309483.0
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301327046/,Новая Москва,sale,flat,8,24,2,43.4,6796440.0,Прикубанский, Имени Героя Георгия Бочарникова,2к1,,Улыбка,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая",-1,"9,7 м²",78612057427.0
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/308359158/,Новая Москва,sale,flat,1,6,2,40.0,10000000.0,Перово,1-я Владимирская ,12К1,Перово,,1959,-1.0,-1,-1.0,-1,"26,3 м²","6,7 м²",79857048937.0
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/303577248/,Новая Москва,sale,flat,11,12,4,210.0,99000000.0,Петроградский, Глухая Зеленина,4,Чкаловская,Классика,2012,-1.0,-1,-1.0,-1,82 м²,53 м²,79112304583.0
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/303276864/,Новая Москва,sale,flat,3,9,4,146.0,99900000.0,Петроградский, Рюхина,10,Крестовский остров,,2007,-1.0,-1,-1.0,-1,90 м²,14 м²,79112304583.0
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/307484511/,Новая Москва,sale,flat,1,5,4,163.0,140000000.0,Петроградский,набережная Мартынова,74Г,Крестовский остров,,2008,-1.0,-1,-1.0,-1,108 м²,20 м²,79112304583.0
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/304393085/,Новая Москва,sale,flat,21,40,4,84.5,41500000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023,-1.0,-1,-1.0,-1,"46,6 м²","21,9 м²",79057143761.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299243580/,Новая Москва,sale,flat,15,19,3,107.0,98900000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion,-1,-1.0,-1,-1.0,-1,92 м²,8 м²,79859962624.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306885437/,Новая Москва,sale,flat,1,5,5,189.0,129000000.0,Покровское-Стрешнево,Береговая ,4к10,Стрешнево,Покровский берег,2008,-1.0,-1,-1.0,-1,"108,7 м²","29,1 м²",79057198567.0
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006017/,Новая Москва,sale,flat,4,5,-1,326.0,160000000.0,Мещанский,Варсонофьевский переулок,4С1,Кузнецкий мост,,1892,-1.0,-1,-1.0,-1,-1,20 м²,79660513744.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/302534155/,Новая Москва,sale,flat,2,8,2,77.2,110000000.0,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,2019,-1.0,-1,-1.0,-1,-1,-1,79855438756.0
Неометрия,developer,https://krasnodar.cian.ru/sale/flat/297951727/,Московская область,sale,flat,2,11,3,80.78,10194436.0,Прикубанский, Даниила Смоляна,65к1,,Южане,2021,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая","37,5 м²","18,6 м²",78612058357.0
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://noginsk.cian.ru/sale/flat/307715520/,Московская область,sale,flat,1,3,3,54.0,3950000.0,Ногинск, Самодеятельная,31,,,1961,-1.0,-1,-1.0,-1,36 м²,"5,6 м²",79197214952.0
Школа Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/306382819/,Московская область,sale,flat,1,6,3,80.2,13300000.0,Центральный,Кирилловская ,13,Площадь Александра Невского,,1907,-1.0,-1,-1.0,-1,"50,9 м²",14 м²,79681894845.0
RND,real_estate_agent,https://www.cian.ru/sale/flat/307040704/,Московская область,sale,flat,20,21,3,46.5,14400000.0,Лосиноостровский,Тайнинская ,9к1,Медведково,Нормандия,2022,-1.0,-1,-1.0,-1,-1,10 м²,79645792925.0
Риверхаус,developer,https://shchyolkovo.cian.ru/sale/flat/300341884/,Московская область,sale,flat,14,20,3,109.0,16132000.0,,Советская ,60,Первомайская,River House,2023,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая","58,6 м²",-1,74951370495.0
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299881732/,Московская область,sale,flat,11,13,3,90.0,59900000.0,Беговой,Ленинградский проспект,35С2,Петровский Парк,Квартал апартаментов Искра-Парк,-1,-1.0,-1,-1.0,-1,-1,35 м²,79099984164.0
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/308346046/,Московская область,sale,flat,13,28,3,100.0,65000000.0,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point,-1,-1.0,-1,-1.0,-1,-1,47 м²,79099984164.0
Гранд Хаус,real_estate_agent,https://spb.cian.ru/sale/flat/300843403/,Московская область,sale,flat,14,16,1,36.0,6900000.0,Невский, Коллонтай,19К4,Проспект Большевиков,,1988,-1.0,-1,-1.0,-1,"18,1 м²",8 м²,79818105602.0
Vitamin realty,real_estate_agent,https://sochi.cian.ru/sale/flat/299934866/,Московская область,sale,flat,19,19,1,24.0,8300000.0,Хостинский,,9,,Кислород ЖК,2023,-1.0,-1,-1.0,Без отделки,19 м²,3 м²,79885946383.0
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/304313645/,Московская область,sale,flat,1,5,1,40.9,9100000.0,Пушкинский, Кокколевская,14к2,Купчино,Образцовый квартал 9,2022,-1.0,-1,-1.0,-1,"26,9 м²","11,4 м²",79812324626.0
Ю-Питер,real_estate_agent,https://spb.cian.ru/sale/flat/299102605/,Московская область,sale,flat,4,5,2,58.0,10500000.0,Невский, Бабушкина,8,Елизаровская,,1959,-1.0,-1,-1.0,-1,36 м²,"8,2 м²",79681929060.0
ID 20924494,homeowner,https://kaliningrad.cian.ru/sale/flat/273334420/,Московская область,sale,flat,8,8,2,44.0,11800000.0,Светлогорск,Фруктовая ,10к2,,,2012,-1.0,-1,-1.0,-1,30 м²,10 м²,79814623625.0
TOP GRADE ESTATE,real_estate_agent,https://spb.cian.ru/sale/flat/305742870/,Московская область,sale,flat,12,18,2,69.72,18250000.0,Невский,Невский,,Проспект Большевиков,Пульс Премьер ЖК,2026,-1.0,-1,-1.0,Чистовая,"27,9 м²","23,8 м²",79819216769.0
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/307393465/,Московская область,sale,flat,4,20,1,76.13,32164925.0,Даниловский,Автозаводская ,26,Тульская,FORST,2024,-1.0,-1,-1.0,-1,"27,7 м²","21,3 м²",79162269041.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/287688964/,Московская область,sale,flat,3,5,1,46.3,41670000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,-1,-1.0,-1,-1.0,-1,32 м²,-1,79057122519.0
ID 103141283,homeowner,https://krasnoyarsk.cian.ru/sale/flat/308006250/,Московская область,sale,flat,3,5,2,42.6,3850000.0,Свердловский,Медицинский переулок,3,,,1962,-1.0,-1,-1.0,-1,-1,"5,6 м²",79835733629.0
Дом на ладони,real_estate_agent,https://krasnodar.cian.ru/sale/flat/306231966/,Московская область,sale,flat,24,24,1,39.9,4407992.0,Камвольно-суконный Комбинат мкр, Магистральная,11,,,2024,-1.0,-1,-1.0,-1,"20,8 м²","11,2 м²",79677231976.0
Гринвуд Девелопмент,developer,https://krym.cian.ru/sale/flat/299288407/,Московская область,sale,flat,3,8,2,76.5,12546000.0,Центральный, Караимская,50,,Аристократ,2026,-1.0,Монолитно-кирпичный,-1.0,Без отделки,-1,"24,3 м²",78633034535.0
Гамма,developer,https://anapa.cian.ru/sale/flat/285583531/,Московская область,sale,flat,3,20,1,22.87,7547100.0,,,,,Центральный,2026,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1,78612058359.0
ID 12703192,unknown,https://spb.cian.ru/sale/flat/308177547/,Московская область,sale,flat,4,4,1,29.0,7605000.0,Приморский,Серебристый бульвар,18К1,Пионерская,,-1,-1.0,-1,-1.0,-1,19 м²,10 м²,79819902370.0
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/308707071/,Московская область,sale,flat,1,4,1,36.2,7900000.0,Невский, Бабушкина,47,Елизаровская,,1959,-1.0,-1,-1.0,-1,"19,2 м²","6,6 м²",79681897970.0
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/308759283/,Московская область,sale,flat,8,11,2,73.4,70000000.0,Тверской,Лесная ,4с1,Белорусская,,1991,-1.0,-1,-1.0,-1,"34,5 м²","12,1 м²",79153383587.0
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/307871009/,Московская область,sale,flat,19,24,2,55.3,70000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота,2018,-1.0,-1,-1.0,-1,"18,3 м²",25 м²,79645504947.0
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308089669/,Московская область,sale,flat,4,6,3,75.0,71250000.0,Хамовники,переулок Плотников,10,Смоленская,,1890,-1.0,-1,-1.0,-1,"41,8 м²","14,3 м²",79099114698.0
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/307673870/,Московская область,sale,flat,12,18,3,117.5,72000000.0,Красносельский,Басманный переулок,5,Комсомольская,Басманный 5,2017,-1.0,-1,-1.0,-1,-1,20 м²,79623642914.0
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/306655775/,Московская область,sale,flat,6,6,3,135.0,76900000.0,Красносельский,Уланский переулок,14кБ,Красные ворота,,1933,-1.0,-1,-1.0,-1,90 м²,10 м²,79660540862.0
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302552929/,Московская область,sale,flat,2,7,3,89.9,80000000.0,Пресненский,Большой Козихинский переулок,19/6,Пушкинская,,-1,-1.0,-1,-1.0,-1,55 м²,8 м²,79670580817.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304409967/,Московская область,sale,flat,25,36,3,105.0,89000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы,-1,-1.0,-1,-1.0,-1,69 м²,30 м²,79099734492.0
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/306868916/,Московская область,sale,flat,7,21,2,73.0,91250000.0,Пресненский, Сергея Макеева,9к4,Улица 1905 года,RedSide,-1,-1.0,-1,-1.0,-1,-1,"12,1 м²",79067872955.0
Prime,real_estate_agent,https://www.cian.ru/sale/flat/305150347/,Московская область,sale,flat,44,44,3,136.0,150000000.0,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити,-1,-1.0,-1,-1.0,-1,70 м²,40 м²,79151644534.0
Магазин новостроек,representative_developer,https://sochi.cian.ru/sale/flat/303249437/,Московская область,sale,flat,3,9,1,31.02,10360680.0,Центральный,,,,Отражение,2025,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1,78633224716.0
ЭТАЖИ КАЗАНЬ,real_estate_agent,https://kazan.cian.ru/sale/flat/308680263/,Московская область,sale,flat,6,19,1,40.7,10600000.0,Советский, Мансура Хасанова,15,Горки,Мечта,-1,-1.0,-1,-1.0,-1,-1,"12,4 м²",79600852040.0
Insiders,real_estate_agent,https://spb.cian.ru/sale/flat/298169679/,Московская область,sale,flat,4,8,1,37.6,11500000.0,Красногвардейский,шоссе Революции,12к2,Выборгская,Ива Дом,-1,-1.0,-1,-1.0,-1,"15,9 м²","10,8 м²",79110916282.0
